modified,license,rightsHolder,bibliographicCitation,references,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,informationWithheld,occurrenceID,catalogNumber,occurrenceRemarks,recordedBy,individualCount,sex,lifeStage,preparations,otherCatalogNumbers,samplingProtocol,samplingEffort,eventDate,eventTime,year,month,day,verbatimEventDate,habitat,country,stateProvince,county,municipality,locality,locationRemarks,verbatimCoordinates,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceRemarks,identifiedBy,dateIdentified,scientificName,genus,specificEpithet,scientificNameAuthorship
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477013,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477013,CAS,ENT,CAS,PreservedSpecimen,,3a832a22-37af-44f7-8403-ce5c32f46a2a,8355424,Iowa Loess Hills Lepidoptera Survey 1980,W.W. McGuire,1,,adult,,,,,6/29/1980,,1980,6,29,VI-29-80,,United States,Iowa,Dickinson,,Cayler Prairie Preserve,,,43.396,-95.245,WGS84,300,C. Grinter,,GeoLocate,,C.D. MacNeill,1998,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477014,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477014,CAS,ENT,CAS,PreservedSpecimen,,27bf6a99-aa47-4ab7-b107-e7d8133217d5,8126568,Iowa Loess Hills Lepidoptera Survey 1980,W.W. McGuire,1,,adult,,,,,6/29/1980,,1980,6,29,VI-29-80,,United States,Iowa,Dickinson,,Cayler Prairie Preserve,,,43.396,-95.245,WGS84,300,C. Grinter,,GeoLocate,,C.D. MacNeill,1998,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477015,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477015,CAS,ENT,CAS,PreservedSpecimen,,f08216d0-956c-4541-ba71-aaf5700bde10,3855425,Iowa Loess Hills Lepidoptera Survey 1980,W.W. McGuire,1,,adult,,,,,6/29/1980,,1980,6,29,VI-29-80,,United States,Iowa,Dickinson,,Cayler Prairie Preserve,,,43.396,-95.245,WGS84,300,C. Grinter,,GeoLocate,,C.D. MacNeill,1998,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477016,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477016,CAS,ENT,CAS,PreservedSpecimen,,999239c5-c909-4994-9c67-5ae4ce799459,8355426,Iowa Loess Hills Lepidoptera Survey 1980,W.W. McGuire,1,,adult,,,,,6/29/1980,,1980,6,29,VI-29-80,,United States,Iowa,Dickinson,,Cayler Prairie Preserve,,,43.396,-95.245,WGS84,300,C. Grinter,,GeoLocate,,C.D. MacNeill,1998,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477017,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477017,CAS,ENT,CAS,PreservedSpecimen,,4ac7ae41-b4c9-401d-878c-549f6d95ed19,8355427,Iowa Loess Hills Lepidoptera Survey 1980,W.W. McGuire,1,,adult,,,,,6/29/1980,,1980,6,29,VI-29-80,,United States,Iowa,Dickinson,,Cayler Prairie Preserve,,,43.396,-95.245,WGS84,300,C. Grinter,,GeoLocate,,C.D. MacNeill,1998,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477018,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477018,CAS,ENT,CAS,PreservedSpecimen,,3e7aa7ab-ddfc-4971-98b8-3e967eb52eb7,8355428,Iowa Loess Hills Lepidoptera Survey 1980,W.W. McGuire,1,,adult,,,,,6/29/1980,,1980,6,29,VI-29-80,,United States,Iowa,Dickinson,,Cayler Prairie Preserve,,,43.396,-95.245,WGS84,300,C. Grinter,,GeoLocate,,C.D. MacNeill,1998,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477019,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477019,CAS,ENT,CAS,PreservedSpecimen,,5cba5884-f675-4faa-a309-2d63e08e99e1,8355429,Iowa Loess Hills Lepidoptera Survey 1980,W.W. McGuire,1,,adult,,,,,6/29/1980,,1980,6,29,VI-29-80,,United States,Iowa,Dickinson,,Cayler Prairie Preserve,,,43.396,-95.245,WGS84,300,C. Grinter,,GeoLocate,,C.D. MacNeill,1998,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477020,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477020,CAS,ENT,CAS,PreservedSpecimen,,30f08a66-2343-466e-8035-d3e477b51122,8355430,Iowa Loess Hills Lepidoptera Survey 1980,W.W. McGuire,1,,adult,,,,,6/29/1980,,1980,6,29,VI-29-80,,United States,Iowa,Dickinson,,Cayler Prairie Preserve,,,43.396,-95.245,WGS84,300,C. Grinter,,GeoLocate,,C.D. MacNeill,1998,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477021,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477021,CAS,ENT,CAS,PreservedSpecimen,,563bca6d-28b3-431e-bbe0-3866b9df85e0,8355431,Iowa Loess Hills Lepidoptera Survey 1980,W.W. McGuire,1,,adult,,,,,6/29/1980,,1980,6,29,VI-29-80,,United States,Iowa,Dickinson,,Cayler Prairie Preserve,,,43.396,-95.245,WGS84,300,C. Grinter,,GeoLocate,,C.D. MacNeill,1998,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477022,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477022,CAS,ENT,CAS,PreservedSpecimen,,ff26d1b5-ab6f-474c-9370-e6744221f1b8,8355432,Iowa Loess Hills Lepidoptera Survey 1980,W.W. McGuire,1,,adult,,,,,6/29/1980,,1980,6,29,VI-29-80,,United States,Iowa,Dickinson,,Cayler Prairie Preserve,,,43.396,-95.245,WGS84,300,C. Grinter,,GeoLocate,,C.D. MacNeill,1998,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477023,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477023,CAS,ENT,CAS,PreservedSpecimen,,4aac35a8-c57e-4506-9a07-343a4a7d7cf4,8355433,Iowa Loess Hills Lepidoptera Survey 1980,W.W. McGuire,1,,adult,,,,,6/29/1980,,1980,6,29,VI-29-80,,United States,Iowa,Dickinson,,Cayler Prairie Preserve,,,43.396,-95.245,WGS84,300,C. Grinter,,GeoLocate,,C.D. MacNeill,1998,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477024,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477024,CAS,ENT,CAS,PreservedSpecimen,,99e07378-7d0d-45a3-80b5-b9ff17a29b32,8355434,Iowa Loess Hills Lepidoptera Survey 1980,C.D. MacNeill,1,,adult,,,,,6/29/1980,,1980,6,29,VI-29-80,,United States,Iowa,Emmet,,2 mi NW of Estherville,,,43.42,-94.87,WGS84,1130,C. Grinter,,GeoLocate,,C.D. MacNeill,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477025,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477025,CAS,ENT,CAS,PreservedSpecimen,,95fa7b0e-4159-4330-a36e-159743725be5,8355435,Iowa Loess Hills Lepidoptera Survey 1980,C.D. MacNeill|W.W. McGuire,1,,adult,,,,,6/28/1980,,1980,6,28,VI-28-80,,United States,Iowa,Dickinson,,Cayler Prairie Preserve,,,43.396,-95.245,WGS84,300,C. Grinter,,GeoLocate,,C.D. MacNeill,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477026,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477026,CAS,ENT,CAS,PreservedSpecimen,,d31eb1bd-436a-4900-a569-41c56bcd3604,8355436,,R.A. Leussler,1,,adult,,,,,6/25/2021,,1921,6,25,VI-25-'21,,United States,Iowa,Dickinson,,Lake Okoboji,,,43.39,-95.15,WGS84,3000,C. Grinter,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477027,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477027,CAS,ENT,CAS,PreservedSpecimen,,40e3995f-6581-4cc7-bb6b-0ff220ccc48e,8355437,,R.A. Leussler,1,male,adult,,,,,6/28/2025,,1925,6,28,June 28 1925,,United States,Iowa,Dickinson,,Lake Okoboji,,,43.39,-95.15,WGS84,3000,C. Grinter,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477028,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477028,CAS,ENT,CAS,PreservedSpecimen,,c7d4fcb4-0b0b-4bd6-8719-c6c53edfc7ad,8355438,,,1,,adult,,,,,6/1/2015,,1915,6,1,15-Jun,,United States,Iowa,Carroll,,West Iowa,,,42.1,-94.8,WGS84,188000,C. Grinter,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477029,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477029,CAS,ENT,CAS,PreservedSpecimen,,3d8e57ad-54be-44b9-9a00-eda5244ce3bc,8355439,,R.A. Leussler,1,,adult,,,,,6/24/2021,,1921,6,24,VI-24-21,,United States,Iowa,Dickinson,,Lake Okoboji,,,43.39,-95.15,WGS84,3000,C. Grinter,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477030,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477030,CAS,ENT,CAS,PreservedSpecimen,,42d48c5a-e88a-48e6-9aec-d35447f06588,8355440,,,1,,adult,,,,,6/24/2022,,1922,6,24,VI-24-1922,,United States,Iowa,Dickinson,,Lake Okoboji,,,43.39,-95.15,WGS84,3000,C. Grinter,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
9/7/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477031,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477031,CAS,ENT,CAS,PreservedSpecimen,,67793c55-aa46-4ca1-a1b6-1dbff3deb2e4,8355441,Iowa Loess Hills Lepidoptera Survey 1980,H.I. Tilden|J.W. Tilden,1,,adult,,,,,6/19/1980,,1980,6,19,19.VI.80,,United States,Iowa,Dickinson,,Bergman Prairie,,,43.4,-95.2,WGS84,13500,C. Grinter,,GeoLocate,County level record,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477032,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477032,CAS,ENT,CAS,PreservedSpecimen,,4c5e2756-763b-43ae-9311-c9d85014ea10,8355442,Another handwritten illegible label,R.A. Leussler,1,,adult,,,,,6/24/2021,,1921,6,24,VI-24-21,,United States,Iowa,Dickinson,,Lake Okoboji,,,43.39,-95.15,WGS84,3000,,,GeoLocate,,C.D. MacNeill,1991,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477033,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477033,CAS,ENT,CAS,PreservedSpecimen,,1f2726ef-99bf-405c-a64e-8a3dbab763f6,8355443,Iowa Loess Hills Lepidoptera Survey 1980,H.I. Tilden|J.W. Tilden,1,,adult,,,,,6/28/1980,,1980,6,28,28.VI.80,,United States,Iowa,Dickinson,,Iowa Lakeside Lab,,,43.379,-95.186,WGS84,300,C. Grinter,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477034,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477034,CAS,ENT,CAS,PreservedSpecimen,,dd08ca2f-45a3-454b-baa1-578683ac38d1,8355444,Iowa Loess Hills Lepidoptera Survey 1980,H.I. Tilden|J.W. Tilden,1,,adult,,,,,6/28/1980,,1980,6,28,VI-28-80,,United States,Iowa,Dickinson,,Iowa Lakeside Lab,,,43.379,-95.186,WGS84,300,C. Grinter,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477035,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477035,CAS,ENT,CAS,PreservedSpecimen,,697d8732-f7e8-48d1-ac5d-30aa9e0c5815,8355445,Iowa Loess Hills Lepidoptera Survey 1980,H.I. Tilden|J.W. Tilden,1,,adult,,,,,6/28/1980,,1980,6,28,VI-28-80,,United States,Iowa,Dickinson,,Iowa Lakeside Lab,,,43.379,-95.186,WGS84,300,C. Grinter,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477036,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477036,CAS,ENT,CAS,PreservedSpecimen,,7852f997-3ea6-45ac-bf08-e382b76fb15e,8355446,Collection of J. W. Tilden,R.A. Leussler,1,,adult,,,,,6/25/2021,,1921,6,25,6/25/2021,,United States,Iowa,Dickinson,,Lake Okoboji,,,43.39,-95.15,WGS84,3000,C. Grinter,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477037,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477037,CAS,ENT,CAS,PreservedSpecimen,,b46ab042-2a0f-4e81-bce0-debf890c25cc,8355447,Collection of J. W. Tilden,H.I. Tilden|J.W. Tilden,1,,adult,,,,,7/6/1976,,1976,7,6,6.VII.76,,United States,Minnesota,Norman,,"4 miles N, 1 mile S [sic] Waubun",,,47.24,-95.94,WGS84,3000,C. Grinter,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477038,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477038,CAS,ENT,CAS,PreservedSpecimen,,c073fd83-b5d8-4ee1-95c8-1c0bdaeec091,8355448,,H.I. Tilden|J.W. Tilden,1,,adult,,,,,7/6/1976,,1976,7,6,6.VII.76,,United States,Minnesota,Norman,,"4 miles N, 1 mile S [sic] Waubun",,,47.24,-95.94,WGS84,3000,C. Grinter,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477039,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477039,CAS,ENT,CAS,PreservedSpecimen,,bf901ab2-1d01-448c-92bd-dedb464eb827,8355449,,H.I. Tilden|J.W. Tilden,1,,adult,,,,,7/6/1976,,1976,7,6,6.VII.76,,United States,Minnesota,Norman,,"4 miles N, 1 mile S [sic] Waubun",,,47.24,-95.94,WGS84,3000,C. Grinter,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477040,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477040,CAS,ENT,CAS,PreservedSpecimen,,56a0828c-2248-4268-9df8-62fb59f3cb33,8406650,,H.I. Tilden|J.W. Tilden,1,,adult,,,,,7/6/1976,,1976,7,6,6.VII.76,,United States,Minnesota,Norman,,"4 miles N, 1 mile S [sic] Waubun",,,47.24,-95.94,WGS84,3000,C. Grinter,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477041,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477041,CAS,ENT,CAS,PreservedSpecimen,,a959fe21-9660-4e24-83c0-0b94af80668a,8406651,,H.I. Tilden|J.W. Tilden,1,,adult,,,,,7/6/1976,,1976,7,6,6.VII.76,,United States,Minnesota,Norman,,"4 miles N, 1 mile S [sic] Waubun",,,47.24,-95.94,WGS84,3000,C. Grinter,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477043,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477043,CAS,ENT,CAS,PreservedSpecimen,,a6ae9c0b-b4bf-4a0d-a319-cabb490a2e8c,8406653,,H.I. Tilden|J.W. Tilden,1,,adult,,,,,7/6/1976,,1976,7,6,6.VII.76,,United States,Minnesota,Norman,,"4 miles N, 1 mile S [sic] Waubun",,,47.24,-95.94,WGS84,3000,C. Grinter,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477044,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477044,CAS,ENT,CAS,PreservedSpecimen,,14b67185-1a2a-464e-bb45-1910d57574d8,8406654,Collection of J. W. Tilden,H.I. Tilden|J.W. Tilden,1,,adult,,,,,7/6/1976,,1976,7,6,6.VII.76,,United States,Minnesota,Norman,,"4 miles N, 1 mile S [sic] Waubun",,,47.24,-95.94,WGS84,3000,C. Grinter,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477045,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477045,CAS,ENT,CAS,PreservedSpecimen,,4e676d85-c385-46a0-8089-e9c9fb199bec,8406655,,H.I. Tilden|J.W. Tilden,1,,adult,,,,,7/6/1976,,1976,7,6,6 VII 76,,United States,Minnesota,Pennington,,Thief River Falls,,,48.14,-96.18,WGS84,3800,C. Grinter,,GeoLocate,,C.D. MacNeill,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477046,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477046,CAS,ENT,CAS,PreservedSpecimen,,34552dab-3d43-4c19-bec1-52971dda95bb,8406656,,H.I. Tilden|J.W. Tilden,1,,adult,,,,,7/6/1976,,1976,7,6,6 VII 76,,United States,Minnesota,Pennington,,Thief River Falls,,,48.14,-96.18,WGS84,3800,C. Grinter,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477047,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477047,CAS,ENT,CAS,PreservedSpecimen,,3f96c8d5-4d5e-414c-b8ca-5c5494332d82,8406657,,H.I. Tilden|J.W. Tilden,1,,adult,,,,,7/6/1976,,1976,7,6,6 VII 76,,United States,Minnesota,Pennington,,Thief River Falls,,,48.14,-96.18,WGS84,3800,C. Grinter,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477048,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477048,CAS,ENT,CAS,PreservedSpecimen,,1572ca2c-45d8-461a-8b3e-897d68d7b120,8406658,,H.I. Tilden|J.W. Tilden,1,,adult,,,,,7/6/1976,,1976,7,6,6 VII 76,,United States,Minnesota,Pennington,,Thief River Falls,,,48.14,-96.18,WGS84,3800,C. Grinter,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
8/30/2017,http://creativecommons.org/licenses/by-nc-sa/4.0/,California Academy of Sciences,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477049,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3477049,CAS,ENT,CAS,PreservedSpecimen,,c823b37d-42f1-48ac-921c-e9d801e5789e,8406659,,H.I. Tilden|J.W. Tilden,1,,adult,,,,,7/6/1976,,1976,7,6,6 VII 76,,United States,Minnesota,Pennington,,Thief River Falls,,,48.14,-96.18,WGS84,3800,C. Grinter,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
